,location,total_sqft,bath,balcony,price,bhk
3630,Singasandra,3126.0,4.0,1,12000000.0,4.0
3631,Begur Road,1410.0,2.0,3,5217000.0,3.0
3632,Bommanahalli,1375.0,3.0,2,5900000.0,3.0
3633,Hennur Road,1290.0,2.0,1,9450000.0,3.0
3634,Hosa Road,1318.0,2.0,1,8528000.0,3.0
3635,Electronic City,1128.0,2.0,1,6800000.0,2.0
3636,Meenakunte,4428.0,4.0,2,25500000.0,4.0
3637,Kanakpura Road,1051.0,2.0,2,5674000.0,2.0
3638,Kengeri,3500.0,5.0,0,27500000.0,3.0
3639,Kannamangala,2400.0,4.0,1,13000000.0,4.0
3640,Yelahanka,1327.0,2.0,3,8500000.0,2.0
3641,Thigalarapalya,2912.0,6.0,2,21000000.0,4.0
3642,Basapura,1301.0,2.0,2,5500000.0,2.0
3643,Thippasandra,650.0,1.0,0,3000000.0,1.0
3644,Varthur,1200.0,3.0,1,6775000.0,3.0
3645,Banagiri Nagar,1500.0,2.0,2,8999000.0,3.0
3646,Kumara Park,2700.0,6.0,1,67500000.0,4.0
3647,Nagadevanahalli,1350.0,4.0,2,14500000.0,4.0
3648,Electronic City Phase II,1000.0,2.0,1,2888000.0,2.0
3649,Sarjapur  Road,984.0,2.0,1,4591000.0,2.0
3650,Jakkur,1819.18,3.0,1,16000000.0,3.0
3651,Nagarbhavi,900.0,1.0,0,17500000.0,1.0
3652,Hebbal,1355.0,3.0,1,8387000.0,3.0
3653,Sarakki Nagar,2145.0,4.0,1,27000000.0,3.0
3654,Malleshwaram,2475.0,4.0,3,30000000.0,3.0
3655,Kaggadasapura,1118.0,2.0,0,3000000.0,2.0
3656,Roopena Agrahara,910.0,1.0,1,4200000.0,1.0
3657,Madiwala,1250.0,3.0,2,3900000.0,3.0
3658,Hosakerehalli,1304.0,2.0,3,10000000.0,2.0
3659,Begur Road,1615.0,3.0,2,5800000.0,3.0
3660,Sarjapur  Road,1400.0,2.0,2,6800000.0,2.0
3661,CV Raman Nagar,1070.0,2.0,2,4750000.0,2.0
3662,Hebbal,3500.0,3.0,3,39500000.0,3.0
3663,Hoodi,1132.0,2.0,1,8937000.0,2.0
3664,Rajarajeshwari Nagara,2000.0,3.0,2,8500000.0,3.0
3665,Hebbal,2400.0,5.0,1,55000000.0,7.0
3666,Sector 2 HSR Layout,794.0,1.0,2,6500000.0,1.0
3667,Raja Rajeshwari Nagar,1090.0,2.0,2,4359000.0,2.0
3668,Gottigere,1500.0,3.0,2,7000000.0,3.0
3669,1st Phase JP Nagar,2059.0,3.0,2,22500000.0,3.0
3670,Kanakpura Road,525.0,1.0,1,3000000.0,1.0
3671,Bhoganhalli,1447.0,2.0,1,7597000.0,2.0
3672,Whitefield,1269.0,2.0,1,7500000.0,2.0
3673,KR Layout,4800.0,4.0,0,70000000.0,4.0
3674,Kanakpura Road,1070.0,2.0,2,3745000.0000000005,2.0
3675,Talaghattapura,1150.0,2.0,0,2800000.0,2.0
3676,Marathahalli,1208.0,2.0,2,7000000.0,2.0
3677,Ramamurthy Nagar,1185.0,2.0,1,4550000.0,2.0
3678,Laggere,1200.0,3.0,1,13000000.0,3.0
3679,Anekal,888.0,2.0,1,3400000.0,2.0
3680,Chandapura,1015.0,2.0,2,2588000.0,2.0
3681,Celebrity Paradise Layout,532.0,1.0,1,2249000.0,1.0
3682,St Thomas Town,1060.0,3.0,1,6200000.0,3.0
3683,Electronic City,700.0,1.0,1,3500000.0,1.0
3684,Ckikkakammana Halli,902.0,2.0,2,4200000.0,2.0
3685,Banashankari 2nd Stage,600.0,3.0,3,9500000.0,6.0
3686,Uttarahalli,1175.0,2.0,1,4700000.0,2.0
3687,Binny Pete,1365.0,2.0,1,12200000.0,2.0
3688,Doddathoguru,984.0,2.0,1,5100000.0,2.0
3689,Hebbal,2700.0,2.0,2,10000000.0,4.0
3690,Jalahalli East,1475.0,3.0,2,9600000.0,3.0
3691,Haralur Road,1300.0,2.0,2,7900000.0,2.0
3692,5th Block Hbr Layout,1200.0,6.0,1,22000000.0,5.0
3693,Babusapalaya,1453.0,2.0,2,4359000.0,3.0
3694,Munivenkatppa Layout,1550.0,2.0,3,16000000.0,2.0
3695,Akshaya Nagar,1666.0,3.0,1,9500000.0,3.0
3696,Akshaya Nagar,1410.0,4.0,2,16000000.0,4.0
3697,Yelahanka,4025.0,5.0,3,80000000.0,4.0
3698,Murugeshpalya,1845.0,3.0,3,9100000.0,3.0
3699,Sarjapura - Attibele Road,1676.0,3.0,3,5200000.0,3.0
3700,Uttarahalli,1137.0,2.0,1,6300000.0,2.0
3701,Electronic City,1360.0,2.0,1,7050000.0,3.0
3702,Vijaya Bank Layout,1374.0,2.0,2,7000000.0,3.0
3703,Judicial Layout,1700.0,3.0,2,15500000.0,3.0
3704,Whitefield,3227.0,5.0,0,25000000.0,5.0
3705,Ferrar Nagar,2145.0,4.0,1,12500000.0,4.0
3706,Koramangala,2400.0,6.0,3,60000000.0,4.0
3707,Kasavanhalli,2170.0,3.0,2,15100000.0,3.0
3708,Bank Of Baroda Colony,1080.0,2.0,1,5500000.0,2.0
3709,Electronic City Phase II,1790.0,3.0,3,10000000.0,3.0
3710,Doddathoguru,550.0,1.0,1,1700000.0,1.0
3711,Poorna Pragna Layout,1270.0,2.0,2,5079000.0,3.0
3712,Somasundara Palya,1033.0,2.0,2,4800000.0,2.0
3713,Kamala Nagar,1000.0,2.0,1,8000000.0,2.0
3714,Binny Pete,2940.0,6.0,2,28000000.0,4.0
3715,Kumarapalli,1240.0,2.0,2,5260000.0,2.0
3716,Kasturi Nagar,1650.0,5.0,1,45000000.0,5.0
3717,Kambipura,883.0,2.0,1,3900000.0,2.0
3718,Outer Ring Road East,1500.0,2.0,0,9700000.0,3.0
3719,Marathahalli,1730.0,3.0,3,13900000.0,3.0
3720,Kasavanhalli,1915.0,3.0,3,8000000.0,3.0
3721,Whitefield,1545.0,3.0,2,7900000.0,3.0
3722,Marenahalli,1865.0,4.0,2,14000000.0,3.0
3723,Hebbal Kempapura,1150.0,2.0,2,4000000.0,2.0
3724,HAL 3rd Stage,1200.0,2.0,2,4900000.0,2.0
3725,Kengeri,963.0,2.0,2,4000000.0,2.0
3726,Marsur,1200.0,3.0,1,12000000.0,3.0
3727,Basavangudi,2600.0,4.0,3,26000000.0,4.0
3728,Kaikondrahalli,1700.0,4.0,1,10800000.0,4.0
3729,Lingadheeranahalli,1682.0,3.0,1,12000000.0,3.0
3730,Yelahanka,1371.0,2.0,2,6500000.0,3.0
3731,Hennur Road,901.0,2.0,1,4950000.0,2.0
3732,Vishwapriya Layout,600.0,7.0,0,7300000.0,7.0
3733,Ambalipura,1730.0,3.0,1,12000000.0,3.0
3734,Konanakunte,1200.0,4.0,0,12500000.0,4.0
3735,EPIP Zone,1500.0,3.0,3,10200000.0,3.0
3736,Sarjapur  Road,3785.0,6.0,1,28000000.0,4.0
3737,Nagawara Junction,3500.0,4.0,2,24500000.0,4.0
3738,Lingarajapuram,1203.0,2.0,1,5986000.0,2.0
3739,Horamavu Banaswadi,1357.0,2.0,2,5400000.0,2.0
3740,Vasantha Vallabha Nagar,1600.0,3.0,2,7600000.0,3.0
3741,Yelahanka New Town,350.0,1.0,1,1350000.0,1.0
3742,Varthur,1665.0,3.0,1,5300000.0,3.0
3743,Ramamurthy Nagar,1400.0,3.0,3,20000000.0,3.0
3744,Sarjapur  Road,835.0,1.0,1,4695000.0,1.0
3745,Chandra Layout,815.0,3.0,2,16000000.0,2.0
3746,Haralur Road,1444.0,2.0,1,8000000.0,3.0
3747,Kanakapura,1277.0,2.0,2,5500000.0,2.0
3748,Lingadheeranahalli,1521.0,3.0,1,9471000.0,3.0
3749,Maithri Layout,1134.0,2.0,1,4000000.0,2.0
3750,Vasanthapura,995.0,2.0,1,3482000.0,2.0
3751,Old Madras Road,2760.0,5.0,2,15700000.0,3.0
3752,Marathahalli,1325.0,1.0,1,9200000.0,2.0
3753,Kothanur,4000.0,6.0,1,15000000.0,6.0
3754,Marathahalli,1525.0,3.0,2,9000000.0,3.0
3755,Raja Rajeshwari Nagar 5th Stage,1320.0,2.0,2,7300000.0,3.0
3756,Electronics City Phase 1,650.0,1.0,1,2300000.0,1.0
3757,Old Airport Road,1858.0,2.0,1,16700000.0,3.0
3758,Electronic City,1150.0,2.0,1,3800000.0,2.0
3759,Electronic City Phase II,769.0,2.0,1,4000000.0,2.0
3760,Electronic City,1571.0,3.0,2,10500000.0,3.0
3761,Hennur Road,1445.0,3.0,1,8656000.0,3.0
3762,Hosur Road,1590.0,2.0,2,13500000.0,3.0
3763,Bommasandra,902.0,2.0,2,4900000.0,2.0
3764,Sarjapur,2238.0,3.0,1,14000000.0,3.0
3765,Electronic City,1090.0,2.0,1,3149000.0,2.0
3766,Yelahanka,1712.0,3.0,3,8200000.0,3.0
3767,Haralur Road,1088.0,2.0,1,6800000.0,2.0
3768,Somasundara Palya,1575.0,3.0,3,6310000.0,3.0
3769,Nanjappa Garden,2150.0,6.0,3,20500000.0,6.0
3770,Kundalahalli,1920.0,3.0,2,15000000.0,3.0
3771,Margondanahalli,1000.0,2.0,0,5700000.0,2.0
3772,Chennammana Kere,1100.0,2.0,2,5610000.0,2.0
3773,Electronic City,1089.0,2.0,2,4500000.0,2.0
3774,Horamavu Agara,1106.0,2.0,1,4309000.0,2.0
3775,Kengeri,927.0,2.0,2,3700000.0,2.0
3776,Kanakpura Road,1339.0,2.0,2,5800000.0,2.0
3777,Thanisandra,923.0,1.0,1,4569000.0,1.0
3778,Sarjapur  Road,2900.0,3.0,2,28500000.0,3.0
3779,Lakshminarayana Pura,1175.0,2.0,2,7500000.0,2.0
3780,Thubarahalli,975.0,2.0,1,5500000.0,2.0
3781,Hebbal,2400.0,4.0,1,18000000.0,3.0
3782,Subramanyapura,1330.0,3.0,2,7200000.0,3.0
3783,Thanisandra,1183.0,2.0,1,5974000.0,2.0
3784,Harlur,1758.0,3.0,2,13300000.0,3.0
3785,Nagarbhavi,1200.0,3.0,2,26500000.0,3.0
3786,Hebbal,1255.0,2.0,1,7768000.000000001,3.0
3787,Nagadevanahalli,600.0,4.0,2,11000000.0,3.0
3788,Pai Layout,1100.0,2.0,2,5000000.0,2.0
3789,Ramamurthy Nagar,1170.0,2.0,2,4680000.0,2.0
3790,Vayunandana Layout,2400.0,5.0,2,12000000.0,5.0
3791,Raja Rajeshwari Nagar,1530.0,3.0,3,5177000.0,3.0
3792,Hebbal,1420.0,2.0,2,10700000.0,2.0
3793,Geetanjali Layout,1200.0,4.0,2,30000000.0,4.0
3794,7th Phase JP Nagar,1045.0,6.0,3,16000000.0,6.0
3795,Kanakpura Road,1591.0,3.0,1,11500000.0,3.0
3796,7th Phase JP Nagar,1680.0,3.0,2,12000000.0,3.0
3797,Kenchenhalli,675.0,3.0,1,5200000.0,2.0
3798,Hoodi,1055.0,2.0,1,5763000.0,2.0
3799,Iblur Village,1918.0,3.0,2,12900000.0,3.0
3800,Sarjapur  Road,1280.0,2.0,1,7600000.0,2.0
3801,Nagarbhavi,1560.0,3.0,3,6600000.0,3.0
3802,Sarjapur  Road,1145.0,2.0,2,4950000.0,2.0
3803,Talaghattapura,2106.0,3.0,2,12600000.0,3.0
3804,"EPIP AREA, WHITEFIELD",1801.0,3.0,2,13900000.0,3.0
3805,Seegehalli,1200.0,5.0,3,12000000.0,5.0
3806,Rajaji Nagar,1718.0,3.0,2,28800000.0,2.0
3807,Whitefield,1306.0,3.0,2,5465000.0,3.0
3808,Hebbal,1320.0,2.0,1,9200000.0,2.0
3809,1st Stage Domlur,1350.0,2.0,2,6500000.0,3.0
3810,"RMV extension stage 2, rmv extension",2990.0,4.0,1,32400000.0,4.0
3811,Kalyan nagar,3800.0,5.0,3,30000000.0,4.0
3812,Bannerghatta Road,1344.0,2.0,1,4200000.0,3.0
3813,Bannerghatta Road,1893.0,3.0,2,10000000.0,3.0
3814,Chandapura,1107.0,2.0,1,4300000.0,3.0
3815,R.T. Nagar,1200.0,1.0,1,18000000.0,9.0
3816,Lakshminarayana Pura,1190.0,2.0,1,7500000.0,2.0
3817,Whitefield,1000.0,2.0,1,3500000.0,2.0
3818,Kalhalli,2400.0,2.0,1,16000000.0,2.0
3819,Kumaraswami Layout,1000.0,2.0,1,4850000.0,2.0
3820,Jalahalli,2113.0,3.0,2,15500000.0,3.0
3821,KR Puram,1100.0,2.0,1,4600000.0,2.0
3822,Sector 2 HSR Layout,1200.0,4.0,1,16000000.0,5.0
3823,Harlur,1884.0,4.0,2,12000000.0,4.0
3824,Electronic City,1110.0,2.0,1,4000000.0,2.0
3825,Kudlu,1027.0,2.0,2,4300000.0,2.0
3826,Tavarekere,1250.0,3.0,2,4000000.0,3.0
3827,Sarjapur  Road,1470.0,3.0,0,6200000.0,3.0
3828,Kamakshipalya,1150.0,2.0,1,7500000.0,2.0
3829,Hadosiddapura,1200.0,3.0,2,16500000.0,3.0
3830,Kudlu Gate,703.0,1.0,1,5200000.0,1.0
3831,Vijaya Bank Colony,1400.0,2.0,2,6200000.0,3.0
3832,Bellandur,1195.0,2.0,2,5100000.0,2.0
3833,Narayanapura,1302.0,2.0,1,6909999.999999999,2.0
3834,Begur Road,1583.0,3.0,1,7440000.000000001,3.0
3835,Kumarapalli,1488.0,2.0,3,6000000.0,3.0
3836,Lakshmi Layout,600.0,5.0,2,8500000.0,4.0
3837,Kammasandra,1385.0,2.0,2,3463000.0000000005,3.0
3838,Whitefield,3262.0,4.0,2,26000000.0,4.0
3839,Electronic City,1600.0,3.0,2,10400000.0,3.0
3840,Old Airport Road,1150.0,2.0,1,9000000.0,2.0
3841,Lakkasandra,4500.0,9.0,1,16600000.0,9.0
3842,Sarjapur  Road,1263.0,2.0,1,7800000.0,2.0
3843,KR Puram,1200.0,8.0,2,11000000.0,7.0
3844,Kanakpura Road,1299.0,2.0,2,8500000.0,2.0
3845,Banashankari,1330.0,2.0,1,7800000.0,2.0
3846,Devanahalli,1282.0,2.0,2,5243000.0,3.0
3847,"JP Nagar 8th Phase,",1853.0,3.0,2,8200000.0,3.0
3848,Kachanayakanahalli,861.0,2.0,1,3500000.0,2.0
3849,Bannerghatta Road,1600.0,3.0,2,9500000.0,3.0
3850,Nagaraja Garden,1256.0,2.0,1,6280000.0,2.0
3851,Tejaswini Nagar,1390.0,2.0,2,8000000.0,3.0
3852,Ashwath Nagar,1550.0,2.0,1,9000000.0,3.0
3853,1 Annasandrapalya,1200.0,6.0,3,15000000.0,1.1
3854,Hebbal,919.0,2.0,1,4900000.0,2.0
3855,Margondanahalli,1625.0,3.0,0,8000000.0,3.0
3856,Gunjur,1195.0,2.0,2,4400000.0,2.0
3857,Domlur,2400.0,4.0,1,60000000.0,6.0
3858,Yelenahalli,1159.0,2.0,1,6000000.0,2.0
3859,Whitefield,1386.0,3.0,1,5746000.0,3.0
3860,Harlur,1197.0,2.0,1,7900000.0,2.0
3861,Old Airport Road,2690.0,4.0,3,19100000.0,4.0
3862,Jigani,3293.0,2.6926096474673513,1,22600000.0,4.0
3863,Bommasandra,1295.0,2.0,1,5028000.0,3.0
3864,Huskur,1310.0,2.0,1,3783000.0,3.0
3865,Whitefield,1132.0,2.0,1,7928000.0,2.0
3866,6th block Koramangala,2350.0,3.0,2,40000000.0,3.0
3867,4th Block Koramangala,2400.0,4.0,1,50000000.0,4.0
3868,Hebbal,1645.0,3.0,2,13500000.0,3.0
3869,Whitefield,1200.0,2.0,1,4584000.0,2.0
3870,Whitefield,3000.0,4.0,0,33000000.0,4.0
3871,Marathahalli,1937.0,3.0,2,14000000.0,3.0
3872,Doddathoguru,1015.0,2.0,2,3350000.0,2.0
3873,Nagadevanahalli,1080.0,2.0,2,3900000.0,2.0
3874,Kathriguppe,1350.0,2.0,2,8098999.999999999,3.0
3875,Kengeri Satellite Town,1149.0,2.0,2,2900000.0,3.0
3876,Kothanur,1185.0,2.0,2,5900000.0,2.0
3877,Domlur,1720.0,3.0,1,13500000.0,3.0
3878,Hebbal,2080.0,3.0,3,17500000.0,3.0
3879,Tindlu,1500.0,3.0,1,8700000.0,3.0
3880,Yelahanka,1566.0,3.0,2,9700000.0,3.0
3881,Rajaji Nagar,2386.0,3.0,1,33400000.0,3.0
3882,KSRTC Layout,1500.0,4.0,0,11000000.0,4.0
3883,KR Puram,1290.0,2.0,1,4902000.0,2.0
3884,"JP nagar 9th Phase,",1531.0,3.0,2,7200000.0,3.0
3885,Keshava Nagar,1839.0,3.0,3,16500000.0,3.0
3886,Dollars Layout,4200.0,4.0,1,76000000.0,4.0
3887,Electronic City Phase II,1400.0,2.0,2,4043000.0,3.0
3888,Electronic City,550.0,1.0,1,1500000.0,2.0
3889,Whitefield,1140.0,2.0,2,3900000.0,2.0
3890,Tumkur Road,1210.0,3.0,0,5776000.0,3.0
3891,Banashankari Stage III,2000.0,4.0,0,10000000.0,4.0
3892,Kaval Byrasandra,1100.0,2.0,1,4600000.0,2.0
3893,Vignana Nagar,1200.0,2.0,2,5500000.0,2.0
3894,Bannerghatta,1618.0,3.0,1,6800000.0,3.0
3895,Whitefield,2830.0,5.0,2,16000000.0,4.0
3896,Uttarahalli,1315.0,2.0,2,7400000.0,3.0
3897,Anandapura,1141.0,2.0,1,4275000.0,2.0
3898,AECS Layout,1080.0,2.0,2,5500000.0,2.0
3899,HBR Layout,1200.0,2.0,2,6000000.0,2.0
3900,Varthur,1111.0,2.0,2,4188000.0000000005,2.0
3901,NGR Layout,1022.0,2.0,1,4590000.0,2.0
3902,Bannerghatta Road,1275.0,2.0,2,6500000.0,2.0
3903,4th Block Jayanagar,900.0,2.0,1,7000000.0,2.0
3904,Rachenahalli,1224.0,2.0,3,3920000.0000000005,2.0
3905,Battarahalli,1135.0,2.0,3,4300000.0,2.0
3906,Rachenahalli,1050.0,2.0,2,5210000.0,2.0
3907,Kudlu Gate,1535.0,3.0,2,8600000.0,3.0
3908,Nagavarapalya,1392.0,2.0,1,13000000.0,2.0
3909,Bellandur,1050.0,2.0,2,7200000.0,2.0
3910,Hosa Road,1513.0,3.0,1,10300000.0,3.0
3911,Gottigere,1621.0,3.0,3,7200000.0,3.0
3912,Bannerghatta Road,892.0,2.0,1,3900000.0,2.0
3913,Whitefield,1205.0,2.0,1,4000000.0,2.0
3914,Hebbal,1355.0,3.0,2,8387000.0,3.0
3915,2nd Block Hrbr Layout,1250.0,5.0,1,30000000.0,5.0
3916,Kuvempu Nagar,1650.0,9.0,1,34500000.0,7.0
3917,Karnataka Shabarimala,1200.0,6.0,3,7000000.0,4.0
3918,Indira Nagar,1400.0,2.0,2,16800000.0,2.0
3919,Kengeri,726.0,2.0,1,3500000.0,2.0
3920,Singena Agrahara,1500.0,3.0,2,14900000.0,3.0
3921,Hebbal,3895.0,4.0,2,40500000.0,4.0
3922,Horamavu Agara,1079.0,2.0,2,4100000.0,2.0
3923,Begur Road,1170.0,2.0,2,4600000.0,2.0
3924,Doddathoguru,1104.0,2.0,2,3900000.0,2.0
3925,Kanakpura Road,950.0,2.0,1,4500000.0,2.0
3926,Hormavu,4818.0,4.0,3,39000000.0,4.0
3927,Canara Bank Colony,1650.0,2.0,1,5200000.0,3.0
3928,Kogilu,1559.0,3.0,2,12700000.0,3.0
3929,Hanumagiri,1100.0,2.0,1,3800000.0,2.0
3930,Benson Town,1750.0,3.0,3,15000000.0,3.0
3931,Ramagondanahalli,1215.0,2.0,1,4550000.0,2.0
3932,Talaghattapura,1868.0,3.0,1,13500000.0,3.0
3933,Electronic City,1130.0,2.0,1,3263000.0000000005,2.0
3934,Kanakpura Road,1570.0,3.0,3,6450000.0,3.0
3935,Sarjapur  Road,1691.0,3.0,1,9800000.0,3.0
3936,Ardendale,4355.0,3.0,1,35000000.0,5.0
3937,Hulimavu,1225.0,2.0,2,5500000.0,2.0
3938,JP Nagar,1690.0,3.0,2,11200000.0,3.0
3939,Thigalarapalya,1418.0,2.0,2,10300000.0,2.0
3940,Kasturi Nagar,1896.0,3.0,1,12500000.0,4.0
3941,Sonnenahalli,605.0,1.0,1,4000000.0,1.0
3942,Begur Road,800.0,5.0,2,9500000.0,5.0
3943,Electronic City Phase II,900.0,2.0,2,3250000.0,2.0
3944,Cholanayakanahalli,750.0,2.0,0,5000000.0,1.0
3945,Hoodi,780.0,3.0,1,6200000.0,3.0
3946,Ananth Nagar,908.0,2.0,1,2600000.0,2.0
3947,Sarjapur  Road,3369.0,6.0,0,14300000.0,4.0
3948,Thanisandra,3216.0,4.0,1,22600000.0,4.0
3949,BEML Layout,2400.0,4.0,1,22500000.0,5.0
3950,Iblur Village,1400.0,2.0,2,6800000.0,2.0
3951,Kudlu,1092.0,2.0,2,4400000.0,2.0
3952,Hulimavu,1255.0,2.0,2,7400000.0,2.0
3953,Electronic City,1500.0,2.0,1,10000000.0,3.0
3954,Thanisandra,1296.0,2.0,2,7200000.0,2.0
3955,Horamavu Banaswadi,925.0,2.0,3,3800000.0,2.0
3956,Raja Rajeshwari Nagar,1023.0,2.0,2,4200000.0,2.0
3957,Seshadripuram,600.0,3.0,2,7500000.0,2.0
3958,Thanisandra,1020.0,2.0,1,4450000.0,2.0
3959,Choodasandra,1530.0,3.0,2,7700000.0,3.0
3960,Gubbalala,1650.0,3.0,2,7100000.0,3.0
3961,Vijaya Bank Layout,1605.0,2.0,3,8500000.0,3.0
3962,Hosakerehalli,1925.0,2.0,1,5000000.0,2.0
3963,Kogilu,1190.0,2.0,2,5066000.0,2.0
3964,Jakkur,1374.0,3.0,2,6800000.0,3.0
3965,6th Phase JP Nagar,1140.0,2.0,2,6500000.0,2.0
3966,Green Glen Layout,1725.0,3.0,2,13000000.0,3.0
3967,Bisuvanahalli,1075.0,2.0,1,5000000.0,3.0
3968,Kannamangala,1574.0,3.0,1,9334000.0,3.0
3969,Sanjay nagar,965.0,1.0,1,3200000.0,1.0
3970,Marathahalli,1550.0,3.0,2,8300000.0,3.0
3971,Akshayanagara West,1205.0,2.0,2,6000000.0,2.0
3972,Kambipura,1082.0,2.0,1,5500000.0,3.0
3973,Uttarahalli,1215.0,2.0,2,5285000.0,3.0
3974,Hebbal,2483.0,5.0,2,23000000.0,4.0
3975,Prasanth Extension,1200.0,3.0,1,4614000.0,2.0
3976,Chikkathoguru,1500.0,1.0,1,1950000.0,1.0
3977,1st Block Koramangala,2360.0,4.0,2,60000000.0,4.0
3978,Ardendale,3198.0,4.0,1,25000000.0,4.0
3979,Kanakpura Road,1452.0,3.0,3,6098000.0,3.0
3980,Electronic City Phase II,1329.0,2.0,2,4100000.0,3.0
3981,Doctors Layout,1125.0,2.0,1,4400000.0,2.0
3982,Anand nagar,1200.0,2.0,0,7000000.0,2.0
3983,Sarjapur  Road,1350.0,3.0,3,3997000.0,3.0
3984,Uttarahalli,1125.0,3.0,0,5119000.0,3.0
3985,Hebbal,2600.0,3.0,2,19500000.0,3.0
3986,West of Chord Road,1200.0,2.0,1,16000000.0,2.0
3987,Electronic City Phase II,1220.0,3.0,1,3522999.9999999995,3.0
3988,Pai Layout,1255.0,2.0,1,8000000.0,2.0
3989,Keshava Nagar,1904.0,3.0,3,15500000.0,3.0
3990,Somasundara Palya,1329.0,2.0,2,7000000.0,2.0
3991,Chandapura,1200.0,2.0,1,6000000.0,2.0
3992,Murugeshpalya,2135.0,3.0,2,16000000.0,3.0
3993,Ramakrishnappa Layout,2770.0,4.0,3,31500000.0,3.0
3994,"Hoodi Circle,",813.0,1.0,1,3900000.0,1.0
3995,Junnasandra,3884.0,4.0,3,24000000.0,4.0
3996,Doddaballapur,3876.0,3.0,1,30000000.0,3.0
3997,Kalena Agrahara,800.0,2.0,2,3000000.0,2.0
3998,Handenahalli,4750.0,2.0,1,12000000.0,4.0
3999,Hormavu,1500.0,3.0,3,7000000.0,3.0
4000,Bannerghatta Road,1880.0,3.0,2,9500000.0,3.0
4001,Electronic City,1440.0,2.0,2,5500000.0,3.0
4002,Akshaya Nagar,1575.0,3.0,1,9000000.0,3.0
4003,Banagiri Nagar,1630.0,2.0,2,9778000.0,3.0
4004,Yelahanka,1180.0,3.0,1,5500000.0,3.0
4005,Nagadevanahalli,1090.0,2.0,1,3600000.0,2.0
4006,NGR Layout,1020.0,2.0,2,4845000.0,2.0
4007,"Sarjapur Road,",2425.0,4.0,3,17300000.0,4.0
4008,Varthur,1097.0,2.0,1,3382000.0,2.0
4009,Raja Rajeshwari Nagar,1070.0,2.0,1,5000000.0,2.0
4010,Kumaraswami Layout,1000.0,2.0,1,5800000.0,2.0
4011,Hoodi,1120.0,8.0,1,15000000.0,8.0
4012,manyata tech park,1150.0,2.0,1,5600000.0,2.0
4013,Frazer Town,1900.0,4.0,2,14500000.0,3.0
4014,Divya Unnathi Layout,1141.0,2.0,2,4900000.0,2.0
4015,Jigani,937.0,2.0,1,4400000.0,2.0
4016,Green Glen Layout,1075.0,2.0,1,6000000.0,2.0
4017,Panathur,1000.0,2.0,1,6530000.0,2.0
4018,Kasavanhalli,1450.0,3.0,1,7741000.0,3.0
4019,Yelachenahalli,897.0,2.0,1,8500000.0,5.0
4020,Ashwathnagar,936.0,2.0,2,4300000.0,2.0
4021,Gopalkrishna Nagar,1280.0,2.0,1,7500000.0,2.0
4022,Babusapalaya,1050.0,2.0,3,4500000.0,2.0
4023,Marathahalli,1350.0,2.0,1,8600000.0,2.0
4024,Mallasandra,1325.0,2.0,1,7000000.0,2.0
4025,Devanahalli,1174.0,2.0,1,5900000.0,2.0
4026,Hosur Road,1890.0,3.0,2,16200000.0,3.0
4027,Wilson Garden,735.0,1.0,1,7500000.0,1.0
4028,Sarvabhouma Nagar,500.0,1.0,0,2400000.0,1.0
4029,Gottigere,1304.0,3.0,3,8000000.0,3.0
4030,Yelahanka,1653.0,3.0,2,12000000.0,3.0
4031,Bisuvanahalli,1075.0,2.0,1,5200000.0,3.0
4032,7th Phase JP Nagar,1212.0,3.0,1,4200000.0,2.0
4033,Hoysalanagar,1100.0,2.0,1,5000000.0,2.0
4034,Rajaji Nagar,3436.0,6.0,3,50000000.0,4.0
4035,SMV layout,1200.0,4.0,0,14500000.0,3.0
4036,Billekahalli,1140.0,2.0,2,5000000.0,2.0
4037,Roopena Agrahara,1200.0,2.0,1,10000000.0,2.0
4038,Kudlu Gate,1532.0,3.0,2,8300000.0,3.0
4039,Doddaballapur,2776.0,4.0,2,19500000.0,3.0
4040,Padmanabhanagar,1531.0,2.0,0,7500000.0,3.0
4041,Poorna Pragna Layout,1270.0,2.0,2,5079000.0,3.0
4042,Uttarahalli,1325.0,2.0,1,5300000.0,2.0
4043,CQAL LAYOUT C BLOCK,1200.0,3.0,1,16000000.0,3.0
4044,Electronic City,1156.0,2.0,2,4400000.0,3.0
4045,R.T. Nagar,2000.0,4.0,2,32000000.0,4.0
4046,Bannerghatta Road,1260.0,2.0,2,7000000.0,2.0
4047,Vittasandra,1934.0,2.0,0,9000000.0,2.0
4048,Malleshpalya,1060.0,2.0,1,4000000.0,2.0
4049,Kasavanhalli,1476.0,3.0,1,9500000.0,3.0
4050,Murugeshpalya,1185.0,2.0,1,8500000.0,2.0
4051,Channasandra Layout,1265.0,2.0,1,8200000.0,3.0
4052,"Near Electronic City,",3200.0,5.0,1,15000000.0,4.0
4053,Virat Nagar,1196.0,2.0,2,5681000.0,2.0
4054,EPIP Zone,1280.0,2.0,1,6900000.0,2.0
4055,Marathahalli,800.0,4.0,2,8600000.0,4.0
4056,Hulimavu,1175.0,2.0,1,4500000.0,2.0
4057,Kacharakanahalli,1850.0,3.0,3,9800000.0,3.0
4058,Indira Nagar,2400.0,4.0,2,52500000.0,4.0
4059,Whitefield,1195.0,2.0,1,7000000.0,2.0
4060,Ulsoor,2000.0,3.0,3,18500000.0,3.0
4061,Veerannapalya,600.0,4.0,0,10000000.0,7.0
